title,poster_path,release_date,budget,genres,country,main_charactor,director,runtime,overview,vote_average,vote_count
{12797: 'Ghost Town'},https://image.tmdb.org/t/p/original/hRYAPIVT1b33ldEyOYJUQUtqbyf.jpg,2008-09-19,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17141: 'Greg Kinnear'},{508: 'David Koepp'},102,"A spirited romantic comedy, Ghost Town is the story of Bertram Pincus (Ricky Gervais), a cranky Manhattan dentist who develops the unwelcome ability to see dead people. Really annoying dead people. But, when a smooth-talking ghost (Greg Kinnear) traps Bertram into a romantic scheme involving his widow Gwen (Tea Leoni), they are entangled in a hilarious predicament between the now and the hereafter!",6.536,790
{11835: 'Death Sentence'},https://image.tmdb.org/t/p/original/3rdEAMh4a3pc7GO6fSkJwpt7BWX.jpg,2007-08-31,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9828: 'Garrett Hedlund'},{2127: 'James Wan'},105,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",6.648,873
{444149: 'Hellraiser: Judgment'},https://image.tmdb.org/t/p/original/wDAvDtcvPhkBjGIrHRPhhkMnLuj.jpg,2018-02-13,500000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{84841: 'Randy Wayne'},{62824: 'Gary J. Tunnicliffe'},81,"Detectives Sean and David Carter are on the case to find a gruesome serial killer terrorizing the city. Joining forces with Detective Christine Egerton, they dig deeper into a spiraling maze of horror that may not be of this world.",5.1,198
{15775: 'If Only'},https://image.tmdb.org/t/p/original/ameKWdTOYKzz24af3cU6I6aE6g.jpg,2004-01-23,532673,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{47734: 'Paul Nicholls'},{40243: 'Gil Junger'},92,"After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), a grief-stricken British businessman, Ian Wyndham, living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.",6.97,472
"{25934: 'To Sir, with Love'}",https://image.tmdb.org/t/p/original/xMaVwTfgETmPs5yp3lNK5SeWCtB.jpg,1967-06-14,625000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{134234: 'Christian Roberts'},{46611: 'James Clavell'},105,"A British Guianese engineer starts a job as a high school teacher in London’s East End, where his uninterested and delinquent pupils are in desperate need of attention and care.",7.5,246
{783: 'Gandhi'},https://image.tmdb.org/t/p/original/rOXftt7SluxskrFrvU7qFJa5zeN.jpg,1982-11-30,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{11850: 'Candice Bergen'},{4786: 'Richard Attenborough'},191,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",7.535,1913
{205601: 'Belle'},https://image.tmdb.org/t/p/original/qCK00C3L0bM5jphoYU0gFpG3Hly.jpg,2013-05-01,10900000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{207: 'Tom Wilkinson'},{1193597: 'Amma Asante'},105,"BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England",7.195,596
{5137: 'Sky Captain and the World of Tomorrow'},https://image.tmdb.org/t/p/original/ceW9Zi43hEQPdxkPkohVCcG1CuT.jpg,2004-09-17,70000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{12052: 'Gwyneth Paltrow'},{41378: 'Kerry Conran'},107,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",5.845,1038
{401200: 'Kursk'},https://image.tmdb.org/t/p/original/1Y09MkMJ8CESSPW4fcbDm9s5cAS.jpg,2018-11-07,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",{121529: 'Léa Seydoux'},{4453: 'Thomas Vinterberg'},118,"Barents Sea, August 12th, 2000. During a Russian naval exercise, and after suffering a serious accident, the K-141 Kursk submarine sinks with 118 crew members on board. While the few sailors who are still alive barely manage to survive, their families push for accurate information and a British officer struggles to obtain from the Russian government a permit to attempt a rescue before it is late. But general incompetence are against all their efforts.",6.678,459
{70590: 'Singham'},https://image.tmdb.org/t/p/original/pggLRaurdWwjqX2vkhKIVQSBjXV.jpg,2011-07-22,3062000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{113809: 'Kajal Agarwal'},{86783: 'Rohit Shetty'},143,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",6.7,110
{11003: 'The Wedding Singer'},https://image.tmdb.org/t/p/original/s0d8LvEUPa983AFzgOQlN43aCo7.jpg,1998-02-13,18000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{69597: 'Drew Barrymore'},{57370: 'Frank Coraci'},95,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",6.781,1411
{2252: 'Eastern Promises'},https://image.tmdb.org/t/p/original/dpiJWb4NrWgcOg2rusuLhDM0hTm.jpg,2007-09-14,51500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",{3489: 'Naomi Watts'},{224: 'David Cronenberg'},101,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",7.367,2641
{370567: 'Sherlock Gnomes'},https://image.tmdb.org/t/p/original/wqnzpJR3PwS4doVkAkt9seSEpoX.jpg,2018-03-15,59000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{85: 'Johnny Depp'},{57742: 'John Stevenson'},86,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",5.618,598
{1251: 'Letters from Iwo Jima'},https://image.tmdb.org/t/p/original/kZokxQtzMPURvijWYFuvh1fAvnv.jpg,2006-12-19,19000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{33515: 'Kazunari Ninomiya'},{190: 'Clint Eastwood'},141,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",7.469,1647
{2637: 'The Mothman Prophecies'},https://image.tmdb.org/t/p/original/z2PiOTyjbCOnMHY2QJdq3I4jU44.jpg,2002-01-25,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{350: 'Laura Linney'},{11676: 'Mark Pellington'},119,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,6.146,889
{1245: 'The Remains of the Day'},https://image.tmdb.org/t/p/original/qtwipjmSypSQuSvz5BNirSxZqbg.jpg,1993-11-05,11500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{7056: 'Emma Thompson'},{54441: 'James Ivory'},134,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,7.393,985
{10836: 'Dagon'},https://image.tmdb.org/t/p/original/nstavzVn4XWkHjAGjBs2BsCZXZp.jpg,2001-10-12,4800000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{9768: 'Francisco Rabal'},{27991: 'Stuart Gordon'},95,"A boating accident off the coast of Spain sends Paul and his girlfriend Barbara to the decrepit fishing village of Imboca. As night falls, people start to disappear and things not quite human start to appear. Paul is pursued by the entire town. Running for his life, he uncovers Imboca's secret..they worship Dagon, a monstrous god of the sea...and Dagon's unholy offspring are on the loose...",6.299,276
{373569: 'Snatched'},https://image.tmdb.org/t/p/original/gsleO1KultziWltEAngAEZkxQhf.jpg,2017-05-03,42000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18892: 'Goldie Hawn'},{56661: 'Jonathan Levine'},90,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape.",5.374,711
{1380: 'Gleaming the Cube'},https://image.tmdb.org/t/p/original/116J84YjEpMtZefgJtkDmEsdXWc.jpg,1989-01-13,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1159: 'Steven Bauer'},{13488: 'Graeme Clifford'},109,"An Orange County teenager's carefree life of ditching class and skateboarding abandoned pools comes to a screeching halt when someone close to him dies. The cops rule the death a suicide, but the bereaved skater believes he was murdered. It's up to him to solve the case, with a skateboard.",5.9,101
{58428: 'The Innkeepers'},https://image.tmdb.org/t/p/original/hHdwqyxNjJzm3qDA7CUKzhdOkGk.jpg,2011-08-18,750000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{60846: 'Pat Healy'},{101542: 'Ti West'},102,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",5.428,524
{24993: 'Kickboxer 2: The Road Back'},https://image.tmdb.org/t/p/original/pNvuLT77H9eSStoqmB7EMLdlffv.jpg,1991-01-30,89,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1039: 'Peter Boyle'},{63937: 'Albert Pyun'},89,"In this rousing sequel to Kickboxer, Tong Po broods about his defeat at the hands of Kurt Sloan. Po and his managers resort to drastic measures to goad Kurt into the ring for a rematch.",5.515,135
{1213: 'The Talented Mr. Ripley'},https://image.tmdb.org/t/p/original/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg,1999-12-25,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12052: 'Gwyneth Paltrow'},{2239: 'Anthony Minghella'},139,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",7.175,2893
{595985: 'Cold Blood'},https://image.tmdb.org/t/p/original/uGMIxhhMvQEE0mNlATXpEAG4mgl.jpg,2019-05-15,2700000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'UA', 'name': 'Ukraine'}]",{1003: 'Jean Reno'},{1049006: 'Frédéric Petitjean'},91,"A legendary but retired hit man lives in peace and isolation in the barren North American wilderness. When he rescues a woman from a snowmobiling accident, he soon discovers that she's harboring a secret that forces him to return to his lethal ways.",5.39,310
{210479: 'Locke'},https://image.tmdb.org/t/p/original/mZTMFDk5VRQuvkJaCFFAXFV65G6.jpg,2014-04-10,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{47720: 'Ruth Wilson'},{23227: 'Steven Knight'},85,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",6.888,2277
{542224: 'Gretel & Hansel'},https://image.tmdb.org/t/p/original/mBBBXseq4k4dI63k06XIrsc02j8.jpg,2020-01-30,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2220157: 'Samuel Leakey'},{90609: 'Oz Perkins'},87,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",6.022,1156
{12211: 'Highlander: Endgame'},https://image.tmdb.org/t/p/original/pFgdn4kwtgLjd73lXFtif7G2GWs.jpg,2000-09-01,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{71900: 'Adrian Paul'},{71901: 'Douglas Aarniokoski'},87,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",4.9,310
